,LFQ intensity BIR_1,LFQ intensity BIR_2,LFQ intensity BIR_3,LFQ intensity CHX_1,LFQ intensity CHX_2,LFQ intensity CHX_3,LFQ intensity DCP2_1,LFQ intensity DCP2_2,LFQ intensity DCP2_3,LFQ intensity NOC_1,LFQ intensity NOC_2,LFQ intensity NOC_3,LFQ intensity MB_1,LFQ intensity MB_2,LFQ intensity MB_3,LFQ intensity OS_1,LFQ intensity OS_2,LFQ intensity OS_3,Only identified by site,Reverse,Potential contaminant,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Razor + unique peptides BIR_1,Razor + unique peptides BIR_2,Razor + unique peptides BIR_3,Razor + unique peptides CHX_1,Razor + unique peptides CHX_2,Razor + unique peptides CHX_3,Razor + unique peptides DCP2_1,Razor + unique peptides DCP2_2,Razor + unique peptides DCP2_3,Razor + unique peptides NOC_1,Razor + unique peptides NOC_2,Razor + unique peptides NOC_3,Razor + unique peptides MB_1,Razor + unique peptides MB_2,Razor + unique peptides MB_3,Razor + unique peptides OS_1,Razor + unique peptides OS_2,Razor + unique peptides OS_3,Protein IDs,Majority protein IDs,Protein names,Gene names
66,94429000,96354000,84755000,62483000,106730000,95609000,122600000,115490000,90477000,140430000,95322000,91360000,162320000,206200000,155070000,125060000,141640000,101350000,,,,16,16,16,"39,2","39,2","39,2","72,911",0,"48,621",2316800000,104,5,8,6,3,7,4,9,8,5,10,7,4,6,14,13,8,10,9,O00116,O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",AGPS
67,242600000,246050000,235670000,196210000,213190000,194160000,244460000,270260000,273630016,241160000,252040000,224960000,239170000,252170000,228850000,197690000,210840000,199960000,,,,19,19,19,"40,4","40,4","40,4","79,954",0,"146,94",4013800000,183,13,16,13,11,10,10,10,16,13,13,14,13,13,13,12,13,13,13,O00139;Q8N4N8,O00139,Kinesin-like protein KIF2A,KIF2A
68,528820000,434540000,409870016,662200000,663649984,712460032,478740000,529929984,530750016,517609984,668809984,713260032,549409984,498449984,493990016,524070016,540729984,609569984,,,,23,11,11,"61,8",33,33,"49,129",0,"113,58",9668100000,201,9,9,10,10,11,10,9,10,10,9,10,10,11,10,10,9,10,11,O00148,O00148,ATP-dependent RNA helicase DDX39A,DDX39A
69,433910016,461140000,493420000,130580000,185160000,257640000,293980000,282440000,312190016,271569984,399660000,307560000,347480000,198500000,99048000,245920000,254610000,299060000,,,,17,17,17,"77,8","77,8","77,8","36,071",0,"259,27",5107000000,151,12,15,13,4,6,7,8,9,8,11,12,9,9,8,4,12,12,12,O00151,O00151,PDZ and LIM domain protein 1,PDLIM1
70,197430000,265810000,211500000,148760000,220600000,181310000,316489984,346920000,237000000,234580000,160390000,195340000,240400000,216570000,185790000,297160000,294769984,282180000,,,,7,7,7,"25,3","25,3","25,3","41,796",0,"21,932",4086600000,78,3,5,6,3,3,5,6,4,5,5,3,2,4,4,3,4,6,6,O00154,O00154,Cytosolic acyl coenzyme A thioester hydrolase,ACOT7
71,227330000,245190000,232990000,585699968,564819968,465110016,427569984,373420000,308769984,541969984,491560000,535609984,423480000,471300000,490750016,314529984,356500000,352710016,,,,28,28,28,34,34,34,"121,68",0,"196,32",7197100000,310,15,16,15,23,22,17,15,18,16,26,19,21,19,22,23,20,23,21,O00159,O00159,Unconventional myosin-Ic,MYO1C
72,0,15322000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,"13,3","13,3","13,3","23,354","0,00030386","3,0763",28510000,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,O00161,O00161,Synaptosomal-associated protein 23,SNAP23
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250600,,,,1,1,1,"8,6","8,6","8,6","31,62","0,0096231","1,547",14212000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,O00165,O00165,HCLS1-associated protein X-1,HAX1
74,0,87610000,0,0,0,0,0,0,0,0,0,0,0,0,0,175000000,117130000,143940000,,,,9,9,9,"37,9","37,9","37,9","37,636",0,"49,065",652800000,18,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,9,7,7,O00170,O00170,AH receptor-interacting protein,AIP
75,149930000,165630000,181540000,185890000,200540000,174430000,187640000,220450000,190430000,263140000,222150000,203620000,212690000,272550016,273760000,183680000,191540000,134850000,,,,14,14,14,"32,6","32,6","32,6","72,453",0,"71,997",3644000000,141,9,10,9,9,8,7,12,10,11,11,8,9,12,14,14,10,11,10,O00178,O00178,GTP-binding protein 1,GTPBP1
76,25722000,21245000,26779000,19361000,0,19206000,0,24458000,0,38048000,26197000,0,32714000,54986000,50767000,60089000,74158000,54257000,,,,8,8,8,"19,9","19,9","19,9","67,764",0,"22,651",638840000,30,3,3,2,2,0,2,1,3,1,3,2,1,4,7,6,6,8,7,O00186,O00186,Syntaxin-binding protein 3,STXBP3
77,45776000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,"21,3","21,3","21,3","20,332",0,"74,35",167930000,8,2,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,O00193,O00193,Small acidic protein,SMAP
78,199200000,264480000,277180000,143760000,232820000,200370000,262060000,260330000,223660000,185000000,240310000,222450000,255630000,257590000,207140000,191850000,197680000,145980000,,,,20,20,20,"23,5","23,5","23,5","121,32",0,"38,35",3852800000,154,14,13,13,7,10,11,9,13,12,11,13,12,14,16,15,16,15,10,O00203;Q13367,O00203,AP-3 complex subunit beta-1,AP3B1
79,48335000,34830000,43885000,21877000,22885000,0,44571000,32402000,32944000,31163000,47736000,39399000,32445000,0,0,55522000,56912000,51419000,,,,7,7,6,"14,4","14,4",13,"77,243",0,"15,079",602420000,45,5,4,2,3,3,2,3,3,2,5,4,4,4,1,1,5,6,6,O00213,O00213,Amyloid beta A4 precursor protein-binding family B member 1,APBB1
80,0,0,0,0,0,0,0,0,0,0,0,0,0,18613000,16633000,0,0,0,,,,2,2,2,"14,3","14,3","14,3","23,705","0,00031506","3,6144",61106000,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,O00217,O00217,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197400,,,,1,1,1,"2,4","2,4","2,4","52,863","0,0055021","1,8211",46875000,5,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,O00221,O00221,NF-kappa-B inhibitor epsilon,NFKBIE
82,78944000,120850000,88753000,0,0,0,0,44188000,42104000,35929000,0,0,40338000,46610000,0,120680000,110910000,89944000,,,,8,8,8,"22,7","22,7","22,7","47,463",0,"9,0726",937270000,45,6,7,7,0,0,1,2,4,5,5,1,2,2,2,1,6,6,5,O00231,O00231,26S proteasome non-ATPase regulatory subunit 11,PSMD11
83,58790000,88406000,57232000,0,35335000,33438000,48444000,0,57558000,35741000,0,0,44115000,52057000,60122000,76946000,85135000,84491000,,,,9,9,9,"23,9","23,9","23,9","52,904",0,"24,842",924680000,45,5,5,5,1,2,2,3,1,2,4,2,1,5,6,4,7,7,7,O00232,O00232,26S proteasome non-ATPase regulatory subunit 12,PSMD12
84,0,0,0,0,10646000,0,10114000,0,0,9374800,8503000,0,0,7689000,9931300,0,0,0,,,,2,2,2,"4,1","4,1","4,1","68,023","0,00059524","2,7658",80998000,8,1,1,1,1,2,0,2,1,1,2,2,1,1,2,2,0,1,0,O00255,O00255,Menin,MEN1
85,83352000,131620000,111120000,63339000,102870000,76967000,101660000,126440000,96323000,93242000,77473000,68417000,149570000,211310000,150180000,159800000,161090000,118270000,,,,15,15,15,"20,3","20,3","20,3",121,0,"52,852",2252700000,69,5,10,7,4,3,4,5,6,6,4,5,4,5,12,13,8,11,9,O00267,O00267,Transcription elongation factor SPT5,SUPT5H
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3034700,,,,2,2,2,"2,2","2,2","2,2","110,11",0,"12,375",85410000,9,2,2,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,O00268,O00268,Transcription initiation factor TFIID subunit 4,TAF4
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51864000,47938000,46320000,,,,4,4,4,16,16,16,"36,521",0,"12,315",206960000,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,3,O00273,O00273,DNA fragmentation factor subunit alpha,DFFA
88,38580000,57326000,42774000,0,0,0,77188000,63228000,43500000,0,25651000,31334000,63323000,55802000,37967000,71770000,61069000,55955000,,,,6,6,6,"43,2","43,2","43,2","26,922",0,"70,856",835910000,36,3,4,4,1,1,1,2,2,2,1,2,2,3,3,4,5,4,4,O00299,O00299,Chloride intracellular channel protein 1,CLIC1
89,115350000,191380000,158540000,171050000,157490000,171490000,264800000,250000000,222970000,263560000,162430000,157140000,368420000,521929984,639489984,250690000,302609984,239490000,,,,10,10,10,"43,4","43,4","43,4","37,563",0,"79,811",5089900000,113,5,6,5,6,6,4,7,7,5,8,6,4,8,8,9,7,8,8,O00303,O00303,Eukaryotic translation initiation factor 3 subunit F,EIF3F
90,0,0,0,0,0,0,0,0,0,26035000,0,0,0,0,0,0,0,0,,,,4,4,4,"11,5","11,5","11,5","60,908",0,"7,5733",207740000,6,0,0,1,1,2,0,1,0,0,3,2,2,2,2,4,0,0,0,O00400,O00400,Acetyl-coenzyme A transporter 1,SLC33A1
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9153500,,,,2,2,2,"6,9","6,9","6,9","54,826","0,0011631","2,4531",10105000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,O00401,O00401,Neural Wiskott-Aldrich syndrome protein,WASL
92,484380000,897270016,819710016,408809984,623400000,658009984,580030016,855689984,880150016,463409984,413560000,341449984,763480000,673340032,467670016,4906399744,4804599808,4994500096,,,,47,47,45,64,64,"62,3","123,63",0,"323,31",26039000000,492,21,27,27,17,22,21,23,24,23,19,17,18,28,26,26,42,43,44,O00410,O00410,Importin-5,IPO5
93,241570000,239510000,211900000,308720000,389089984,256520000,281129984,254750000,258050000,391960000,295960000,293860000,263940000,358729984,441340000,195040000,200400000,192260000,,,,30,30,30,"39,4","39,4","39,4","138,62",0,"230,55",5244400000,202,13,12,8,14,14,13,14,14,12,18,15,15,16,18,27,17,16,12,O00411,O00411,"DNA-directed RNA polymerase, mitochondrial",POLRMT
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20901000,0,0,0,,,,1,1,1,"10,5","10,5","10,5","17,561",0,"10,806",62172000,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,O00422,O00422,Histone deacetylase complex subunit SAP18,SAP18
95,206630000,230060000,229070000,256400000,318580000,250550000,290280000,282160000,224470000,360009984,260410000,242310000,280350016,340150016,478569984,325750016,387849984,295980000,,,,18,16,16,"39,2","35,2","35,2","63,704",0,"124,31",5521700000,187,11,10,9,12,11,11,13,13,12,14,11,13,15,15,16,15,13,14,O00425,O00425,Insulin-like growth factor 2 mRNA-binding protein 3,IGF2BP3
96,147380000,188130000,170520000,31489000,71371000,99599000,138680000,135450000,131950000,178650000,127510000,100560000,162680000,216300000,339480000,206790000,288020000,171320000,,,,24,24,24,50,50,50,"81,876",0,"140,89",3366900000,211,15,20,13,4,7,7,12,12,11,17,11,7,14,19,22,20,20,17,O00429,O00429,Dynamin-1-like protein,DNM1L
97,0,0,0,0,0,0,0,0,0,34615000,0,39160000,30390000,64236000,93752000,18881000,31783000,26111000,,,,6,6,6,"24,9","24,9","24,9","39,336",0,"13,712",525560000,21,1,1,0,0,0,0,2,0,0,2,1,4,2,3,6,2,2,2,O00442,O00442,RNA 3-terminal phosphate cyclase,RTCA
98,24335000,25398000,30585000,0,0,0,25050000,0,23808000,33556000,32707000,25055000,0,0,0,38566000,0,39995000,,,,9,9,9,"7,4","7,4","7,4","190,68",0,"8,5196",413180000,19,3,4,3,0,0,1,4,1,3,3,3,3,2,3,3,3,4,6,O00443,O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PIK3C2A
99,0,0,0,0,0,0,0,0,0,0,0,0,0,17376000,0,0,0,0,,,,2,2,2,8,8,8,"50,268",0,"4,5566",86555000,4,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,O00458,O00458,Interferon-related developmental regulator 1,IFRD1
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112660000,90122000,106200000,,,,12,12,12,"22,6","22,6","22,6","81,852",0,"18,001",412190000,20,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,7,11,6,O00471,O00471,Exocyst complex component 5,EXOC5
101,0,0,0,0,0,0,0,0,0,0,0,0,0,111270000,0,0,0,0,,,,2,2,2,"27,2","27,2","27,2","9,3697",0,"4,2976",477870000,13,2,1,2,1,0,1,2,1,0,1,0,2,2,2,1,1,1,1,O00483,O00483,Cytochrome c oxidase subunit NDUFA4,NDUFA4
102,60304000,91494000,67618000,66213000,90736000,69762000,121930000,102710000,73226000,107990000,69900000,78180000,117530000,171420000,217410000,112700000,122700000,113780000,,,,8,8,8,"47,7","47,7","47,7","34,577",0,"51,336",1943700000,65,5,8,6,5,5,4,6,7,6,7,5,5,7,7,8,7,7,7,O00487,O00487,26S proteasome non-ATPase regulatory subunit 14,PSMD14
103,40166000,52629000,31369000,34299000,0,53950000,39647000,49116000,58815000,34984000,50221000,42917000,48103000,50478000,94925000,70275000,80576000,61331000,,,,10,10,10,"34,7","34,7","34,7","57,81",0,"73,782",976150000,49,4,4,3,3,1,5,3,6,3,2,4,4,2,6,6,8,9,7,O00505,O00505,Importin subunit alpha-4,KPNA3
104,2100499968,1605400064,1665600000,2645400064,2388800000,2168999936,2335000064,1755000064,2023299968,1784000000,1869100032,1712499968,1336400000,2971000064,1458700032,1477799936,1308600064,1192400000,,,,22,22,22,"39,3","39,3","39,3","68,002",0,"260,73",31855000000,429,21,20,20,20,19,20,19,18,19,19,17,19,17,21,20,18,19,17,O00541,O00541,Pescadillo homolog,PES1
105,68526000,61444000,57310000,0,15040000,22077000,24229000,22465000,0,0,0,18559000,31845000,19881000,24936000,0,9324600,0,,,,4,4,4,"23,8","23,8","23,8","32,444",0,"70,38",400480000,30,4,4,4,0,2,2,2,3,1,1,1,2,3,3,2,0,2,0,O00560,O00560,Syntenin-1,SDCBP
106,25513000960,23285000192,22495000576,37013000192,28319000576,30133999616,22834999296,28573999104,30812999680,18866999296,27407998976,28775000064,25084999680,26144000000,14880000000,15324999680,14940999680,14430000128,,,,45,45,45,"75,8","75,8","75,8","66,049",0,"323,31",402080000000,2189,42,44,43,44,44,43,42,44,43,43,43,43,42,42,41,41,40,42,O00567,O00567,Nucleolar protein 56,NOP56
107,1395900032,1854300032,1442599936,1267100032,1606700032,1350899968,1559100032,1736199936,1544700032,2482700032,1339100032,1496099968,1696899968,2524600064,4110000128,2029299968,2273900032,1813699968,,,,33,32,32,"60,1","58,5","58,5","73,243",0,"300,15",36008000000,608,26,28,28,26,24,26,25,28,24,31,27,26,27,28,31,27,28,27,O00571;O15523;Q9NQI0,O00571;O15523,ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y,DDX3X;DDX3Y
108,10789000,13783000,11346000,0,0,0,0,0,11644000,0,10563000,0,13244000,12456000,29081000,13149000,15718000,14190000,,,,3,3,3,"8,4","8,4","8,4","57,886",0,"4,7035",189710000,3,2,2,2,1,0,1,1,1,2,1,2,1,2,2,3,3,2,2,O00629,O00629,Importin subunit alpha-3,KPNA4
109,37209000,50509000,54399000,34482000,43169000,45091000,50819000,60379000,40052000,48568000,34591000,46280000,36428000,56725000,50192000,58035000,61953000,58436000,,,,5,5,5,"24,6","24,6","24,6","35,144",0,"9,8898",862010000,56,4,4,3,2,4,2,5,4,2,5,3,3,4,4,5,4,5,5,O00743,O00743,"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed",PPP6C
110,369390016,250580000,251670000,430870016,693699968,868030016,624600000,542060032,544680000,408769984,573059968,575350016,370680000,214360000,114720000,48184000,108600000,170960000,,,,53,40,40,"30,8","24,5","24,5","276,54",0,"113,23",5733800000,317,27,19,19,22,35,34,35,28,26,23,29,30,27,19,12,8,13,15,O00763,O00763,Acetyl-CoA carboxylase 2;Biotin carboxylase,ACACB
111,416089984,376270016,622870016,25672000,0,0,0,30093000,26458000,0,16100000,52327000,53352000,126630000,93950000,48935000,50200000,59120000,,,,27,27,25,"21,1","21,1","19,4","242,04",0,"96,746",2258200000,77,21,21,25,2,1,1,1,3,2,1,2,5,4,8,11,2,6,8,O14497,O14497,AT-rich interactive domain-containing protein 1A,ARID1A
112,109430000,88479000,80901000,29864000,40394000,42959000,63588000,58247000,57833000,43148000,61827000,48803000,59571000,56388000,41965000,58211000,63634000,52148000,,,,6,6,6,"38,1","38,1","38,1","26,534",0,"36,194",1080000000,65,5,6,5,2,4,3,4,4,4,5,3,5,4,5,5,5,5,5,O14530,O14530,Thioredoxin domain-containing protein 9,TXNDC9
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37231000,28628000,36107000,,,,4,4,4,"12,4","12,4","12,4","64,84",0,"6,8861",120290000,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,O14545,O14545,TRAF-type zinc finger domain-containing protein 1,TRAFD1
114,63232000,62484000,55434000,0,0,33636000,25669000,59332000,70437000,84264000,30618000,23573000,43435000,77605000,162860000,182410000,227340000,212110000,,,,19,19,19,"13,6","13,6","13,6","231,43",0,"41,829",1423500000,56,5,5,8,0,1,2,3,8,4,6,3,2,5,7,9,12,13,15,O14578,O14578,Citron Rho-interacting kinase,CIT
115,0,0,0,0,0,0,0,0,0,0,0,0,0,13907000,45255000,0,0,0,,,,3,3,3,"25,3","25,3","25,3","34,482",0,"8,1559",107930000,11,1,0,0,1,0,0,0,0,0,1,0,0,1,2,3,1,0,0,O14579,O14579,Coatomer subunit epsilon,COPE
116,6792099840,5465399808,5565599744,11783999488,10389999616,11943000064,6893599744,7586400256,8433999872,5877400064,8058100224,9502799872,5021400064,4528999936,2554700032,4016900096,4183899904,4652400128,,,,48,48,48,"54,6","54,6","54,6","130,16",0,"323,31",107960000000,1222,43,45,42,46,46,47,45,44,43,45,45,44,42,39,37,41,40,42,O14617,O14617,AP-3 complex subunit delta-1,AP3D1
117,14044000,15299000,17413000,0,0,0,18199000,0,15409000,0,0,0,15059000,0,0,0,0,0,,,,2,2,2,"3,2","3,2","3,2","87,687",0,"3,8936",154190000,11,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,O14639,O14639,Actin-binding LIM protein 1,ABLIM1
118,84549000,53491000,61607000,69338000,99803000,122940000,124700000,104400000,117550000,71633000,99950000,97183000,69402000,44243000,50520000,0,40556000,60759000,,,,8,6,6,"18,1","15,4","15,4","75,186",0,"24,083",1147600000,48,4,5,5,5,5,6,6,6,4,5,5,6,5,4,2,1,2,2,O14640;P54792,O14640;P54792,Segment polarity protein dishevelled homolog DVL-1;Putative segment polarity protein dishevelled homolog DVL1P1,DVL1;DVL1P1
119,706659968,554150016,503520000,561340032,755580032,977219968,1099299968,1181299968,1239100032,794540032,881000000,897420032,954689984,652060032,313200000,346529984,363710016,347040000,,,,13,11,11,"30,4","26,8","26,8","78,947",0,"112,34",11671000000,247,10,11,10,9,10,10,9,9,10,10,10,8,9,11,10,10,6,7,O14641,O14641,Segment polarity protein dishevelled homolog DVL-2,DVL2
120,238850000,233660000,257760000,242130000,358580000,272500000,283380000,252990000,237250000,476760000,245080000,223800000,329649984,357040000,318400000,353150016,374220000,353740000,,,,27,26,23,"20,9","20,4","18,3","196,69",0,"128,09",5727500000,191,14,15,13,9,13,10,12,12,9,23,11,9,19,22,22,24,23,23,O14646,O14646,Chromodomain-helicase-DNA-binding protein 1,CHD1
121,240610000,204390000,188260000,317920000,317480000,323980000,244230000,236690000,275020000,235810000,261200000,317100000,234310000,213830000,159290000,100530000,106420000,91790000,,,,24,20,20,"17,7","15,3","15,3","211,34",0,"93,98",3699900000,170,17,17,14,15,15,17,14,18,17,15,15,19,13,18,14,9,8,7,O14647,O14647,Chromodomain-helicase-DNA-binding protein 2,CHD2
122,2398799872,1930499968,2107000064,1733600000,1716600064,2247399936,2298299904,2322800128,2579500032,2248800000,2978299904,3024399872,1212600064,919609984,979440000,2693499904,2533499904,3126200064,,,,42,42,42,"57,8","57,8","57,8","133,77",0,"323,31",36392000000,762,35,37,38,31,26,33,29,36,34,34,34,37,27,31,31,37,37,40,O14654,O14654,Insulin receptor substrate 4,IRS4
123,168630000,147530000,187430000,0,0,0,67791000,17645000,62657000,27821000,0,22130000,40343000,47438000,79128000,48494000,17232000,39424000,,,,23,23,23,7,7,7,"593,38",0,"55,417",1065700000,59,17,17,16,1,2,1,2,2,3,5,2,2,7,5,9,7,3,5,O14686,O14686,Histone-lysine N-methyltransferase 2D,KMT2D
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15392000,0,31814000,,,,5,5,5,"5,5","5,5","5,5","141,84","0,001992","2,2469",203270000,6,1,0,2,0,3,2,2,3,3,0,2,1,3,0,0,3,2,3,O14727,O14727,Apoptotic protease-activating factor 1,APAF1
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29634000,,,,1,1,1,8,8,8,"31,321",0,"52,104",223410000,8,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,O14732,O14732,Inositol monophosphatase 2,IMPA2
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24991000,0,0,0,,,,4,4,4,"20,1","20,1","20,1","35,914",0,"4,7674",258810000,4,0,0,0,3,1,1,2,1,1,2,1,1,2,2,3,0,1,1,O14734,O14734,Acyl-coenzyme A thioesterase 8,ACOT8
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391980000,0,0,0,,,,4,4,4,"21,1","21,1","21,1","23,539",0,"4,7755",2078100000,16,0,0,0,1,1,1,1,1,0,1,1,1,1,0,4,1,0,0,O14735,O14735,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT
128,48442000,40138000,32795000,0,0,0,31719000,27059000,28816000,0,31142000,23715000,0,22514000,0,0,0,0,,,,4,4,4,"28,8","28,8","28,8","14,285",0,"7,0286",307690000,16,3,4,2,1,0,1,3,3,2,1,3,2,0,3,0,1,2,1,O14737,O14737,Programmed cell death protein 5,PDCD5
129,300009984,349230016,301580000,788680000,717900032,451300000,485430016,466960000,380980000,558720000,300969984,418750016,390300000,542929984,424830016,410920000,405270016,298780000,,,,21,21,21,"45,8","45,8","45,8","72,683",0,"125,42",7544000000,243,13,17,16,17,18,14,15,16,14,15,13,14,17,18,17,13,16,15,O14744,O14744,"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed",PRMT5
130,23856000,26957000,21482000,0,0,0,22687000,22570000,0,0,25460000,34500000,0,0,0,18794000,0,0,,,,5,5,5,"18,1","18,1","18,1","54,433",0,"16,32",264210000,13,3,3,3,1,1,1,2,2,1,0,3,4,1,2,2,3,1,1,O14757,O14757,Serine/threonine-protein kinase Chk1,CHEK1
131,816380032,854449984,841409984,384660000,334720000,376449984,322529984,293030016,291430016,240410000,323630016,345060000,313270016,360940000,351070016,244850000,242430000,265340000,,,,23,23,23,"20,6","20,6","20,6","123,9",0,"41,025",6792600000,138,20,21,19,14,11,9,12,12,9,12,14,14,14,14,13,12,12,8,O14776,O14776,Transcription elongation regulator 1,TCERG1
132,511000000,0,0,0,0,0,0,0,0,0,762860032,767740032,0,0,0,0,0,0,,,,3,3,2,"5,8","5,8","4,4","89,425","0,0017331","2,3914",6665100000,10,3,2,2,2,1,2,2,2,2,1,3,2,1,1,1,1,2,2,O14782;Q9P2E2,O14782,Kinesin-like protein KIF3C,KIF3C
133,2389600,1882300,0,0,0,0,0,0,4237800,2826700,2133800,0,2567100,1248500,2074400,221600000,258900000,151940000,,,,17,13,13,"35,9","30,7","30,7","101,39",0,"64,464",758270000,43,2,2,1,0,0,1,0,1,2,2,3,0,2,2,2,11,9,12,O14787,O14787,Transportin-2,TNPO2
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13172000,12351000,14064000,,,,3,3,2,"2,4","2,4","1,8","180,68","0,00031576","3,6462",60088000,4,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,2,3,2,O14795,O14795,Protein unc-13 homolog B,UNC13B
135,88272000,106110000,85236000,78768000,81700000,48004000,109690000,107980000,91550000,137960000,99285000,98208000,97309000,132290000,231260000,137360000,162590000,154730000,,,,24,23,23,"26,8","26,2","26,2","155,64",0,"98,045",2158800000,100,11,11,8,8,6,4,11,11,10,15,8,10,8,12,19,14,16,15,O14802,O14802,DNA-directed RNA polymerase III subunit RPC1,POLR3A
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24805000,0,20748000,,,,3,3,3,"15,3","15,3","15,3","27,887",0,"6,6621",131900000,9,0,0,1,1,0,0,1,0,0,0,0,1,0,1,2,3,2,3,O14818;Q8TAA3,O14818,Proteasome subunit alpha type-7,PSMA7
137,42053000,43021000,57691000,66726000,72956000,54470000,54922000,36729000,27247000,50243000,49156000,52241000,53469000,60361000,53442000,33469000,29910000,24361000,,,,4,4,4,"22,2","22,2","22,2","38,287",0,"34,867",842950000,51,2,3,1,3,3,3,2,1,1,3,2,2,3,2,4,2,3,3,O14828,O14828,Secretory carrier-associated membrane protein 3,SCAMP3
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15822000,0,0,0,,,,1,1,1,"5,1","5,1","5,1","46,36",0,"7,2099",27224000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,O14874,O14874,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",BCKDK
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18533000,0,0,0,,,,2,2,2,23,23,23,"16,516","0,0014489","2,4077",121810000,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,2,0,0,0,O14880,O14880,Microsomal glutathione S-transferase 3,MGST3
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10525000,11503000,16899000,,,,3,3,3,"24,6","24,6","24,6","31,585",0,"12,948",49401000,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,O14893,O14893,Gem-associated protein 2,GEMIN2
141,0,0,0,0,0,0,0,0,38909000,0,0,29938000,0,0,32738000,56675000,48762000,41426000,,,,5,5,5,"17,1","17,1","17,1","36,049",0,"9,3084",322410000,16,1,1,1,0,1,1,0,1,3,0,0,2,1,1,2,5,3,3,O14908;Q8TF64,O14908,PDZ domain-containing protein GIPC1,GIPC1
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34794000,27151000,29304000,,,,9,8,8,"13,4","12,3","12,3","86,563",0,"7,8646",163650000,10,0,0,1,0,0,1,1,2,0,1,0,0,1,1,2,4,7,6,O14920,O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB
143,199930000,215740000,184200000,151740000,153110000,179530000,217030000,242120000,189060000,212320000,158390000,151600000,253530000,253630000,161580000,213370000,211830000,217190000,,,,9,9,9,"35,6","35,6","35,6","49,512",0,"93,365",3608800000,126,8,8,8,5,6,6,7,7,7,8,5,7,7,8,8,9,9,8,O14929,O14929,Histone acetyltransferase type B catalytic subunit,HAT1
